EIN,name,mission
751085363,FORT WORTH COUNTRY DAY SCHOOL INC,"THE MISSION OF FORT WORTH COUNTRY DAY SCHOOL IS TO FOSTER THE INTELLECTUAL, PHYSICAL, EMOTIONAL AND ETHICAL DEVELOPMENT OF CAPABLE STUDENTS THROUGH AN ACADEMICALLY RIGOROUS COLLEGE PREPARATORY PROGRAM THAT INTEGRATES THE ARTS AND ATHLETICS."
042104726,BOSTON RESCUE MISSION INC,"SINCE 1899, THE BOSTON RESCUE MISSION HAS PROVIDED A SAFE, HEALING COMMUNITY FOR PEOPLE AT RISK OF HOMELESSNESS AND SUBSTANCE USE DISORDERS. BRM IS COMMITTED TO TRANSFORMING AND EMPOWERING WOMEN AND MEN AT RISK TO END THEIR HOMELESSNESS AND TO BECOME HEALTHIER AND MORE SELF-SUFFICIENT. EVERY DAY, HOMELESS WOMEN AND MEN FIND DIGNITY AND REFUGE IN OUR SHELTER COMMUNITY FROM THE LONELY AND OFTEN VIOLENT STREETS AND INCLEMENT WEATHER. WE PROVIDE HEARTY AND HEALTHY MEALS, A SAFE PLACE TO SLEEP, BATHROOM AND SHOWER FACILITIES, TOILETRIES, EMERGENCY CLOTHING, AND CARE FOR EVERY PERSON WITH RESPECT. STAFF IS DIVERSE IN LANGUAGE, ETHNICITY, CULTURE, AGE, SKILLS, AND KNOWLEDGE AND LIVED EXPERIENCES AND ASSIST GUESTS WITH ACHIEVING THEIR GOALS FOR HOUSING, RECOVERY, PHYSICAL AND MENTAL HEALTH AND OTHER CRITICAL NEEDS."
452719085,ARIZONA DREAM ACT COALITION,"THROUGH SOCIAL AND POLITICAL ORGANIZATION AND MOBILIZATION OF ITS CONSTITUENCY, THE ADAC WILL FOSTER AND DEVELOP AZ LEADERS. THE ADAC WILL PROMOTE CIVIC ENGAGEMENT, EQUAL ACCESS TO HIGHER EDUCATION FOR IMMIGRANT YOUTH, STRENGTHEN RELATIONSHIPS, AND PROVIDE SERVICES THAT ADVANCES FAMILY INTEGRATION."
822517347,MedGlobal Inc,"MedGlobal is a humanitarian non-governmental organization working to serve vulnerable communities around the world by providing innovative, free, and sustainable healthcare. Our health services support refugees, displaced persons, and other marginalized communities in crisis-affected and low-resource settings. MedGlobal supports local medical providers and humanitarian partners, builds capacity through critical health training, works with local communities on critical public health responses, deploys healthcare volunteers, and donates medical equipment, medications and supplies. These services provide life-saving and life-sustaining care, based on needs-assessments and best practices, to the most vulnerable around the world."
824247258,KATIE'S WAY CHARITIES INC,TO CHANGE AND IMPROVE THE LIVES OF YOUNG PEOPLE AFFECTED WITH MENTAL HEALTH CHALLENGES NO MATTER HOW GREAT OR SMALL.
237089596,EMPLOYMENT OPTIONS INC,TO EMPOWER INDIVIDUALS WITH FAMILIES IN MENTAL HEALTH RECOVERY TO THRIVE IN THEIR COMMUNITIES.
060735879,COMMUNITY CHILD GUIDANCE CLINIC INC,TO ASSIST AND SUPPORT CHILDREN WITH EMOTIONAL AND BEHAVIORAL ISSUES BY PROVIDING A SPECIAL EDUCATION DAY SCHOOL AND SYSTEM OF CHILD AND FAMILY-FOCUSED MENTAL HEALTH SERVICES.
455000420,JOHN OBRIEN HOUSE LTD,"JOHN O'BRIEN IS A 14-UNIT, SECTION 811 HOUSING PROJECT THAT PROVIDES HOUSING FOR VERY LOW INCOME PERSONS WHO ARE DISABLED DUE TO CHRONIC MENTAL ILLNESS AND PROVIDES SUCH HOUSING ACCOMODATIONS IN ACCORDANCE WITH THE U.S. DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT'S REGULATIONS."
853147874,Alliance of Mental Health Providers of,TO STRENGTHEN MENTAL HEALTH AND ADDICTION TREATMENT IN OKLAHOMA BY BOOSTING THE VOICE OF COMMUNITY MENTAL HEALTH AND ADDICTION PROVIDERS AT THE STATE CAPITAL.
743061832,PALOUSE RIVER COUNSELING CENTER INC,"TO PROVIDE MENTAL HEALTH AND CHEMICAL DEPENDENCY PREVENTION AND TREATMENT PROGRAMS IN WHITMAN COUNTY, WASHINGTON."
455532648,NEWBRIDGES IMMIGRANT RESOURCE,CHARITABLE ASSISTANCE TO IMMIGRANTS AND REFUGEES.
270224623,CENTER FOR FAMILY HEALTH AND EDUCATION,"THE CENTER IS A COMMUNITY HEALTH NON-PROFIT CLINIC OFFERING PRIMARY HEALTH CARE, DENTAL CARE AND MENTAL HEALTH."
453419142,NATIONAL PARTNERSHIP FOR NEW AMERICANS,"TO ADVANCE AN IMMIGRANT EQUITY AND INCLUSION AGENDA AT THE STATE, LOCAL AND FEDERAL LEVEL THROUGH POLICY, ADVOCACY AND SERVICE PROGRAMS THAT CREATE VAST OPPORTUNITIES FOR IMMIGRANT AND REFUGEE COMMUNITIES TO ACHIEVE FULL CIVIC, SOCIAL AND ECONOMIC JUSTICE."
454324513,C&C ADVOCACY INC,COMPREHENSIVE MENTAL HEALTHCARE TO FAMILIES AND CHILDREN UTILIZING THE SERVICES OF QUALIFIED PROFESSIONALS IMPLEMENTING INDIVIDUALIZED TREATMENT PLANS WHICH ASSIST ALL PERSONS IN OBTAINING THEIR DESIRED GOALS.
850406074,NEWLIFE HOMES INC,NEW LIFE HOMES PROVIDES LOW INCOME HOUSING FOR FAMILIES AND INDIVIDUALS THAT HAVE MENTAL ILLNESSES AND/OR VERY LOW INCOME. DURING THE CURRENT YEAR IT OPERATED TWO HOUSING FACILITIES.
452383227,LA CROSSE AREA VETERANS MENTOR,"PROVIDE SUPPORT AND MENTORSHIP TO VETERANS O THE UNITED STATES ARMED FORCES WHO ARE EXPERIENCING LEGAL, MENTAL HEALTH OR BEHAVIORAL HEALTH PROBLEMS BY ASSISTING AND ENCOURAGING THEIR UTILIZATION OF VA BENEFITS AND COMMUNITY-BASED SERVICES."
580607083,Morris Brown College,To provide educational opportunities in a positive and nurturing environment that will enable its students to become fully functional persons in the global society. The College prepares graduates to live meaningful and rewarding lives thereby enabling them to make socially constructive and culturally relevant contributions to society.
810441706,NAMI MONTANA,"NAMI MONTANA ACCOMPLISHES ITS MISSION OF SUPPORTING, EDUCATING, AND ADVOCATING FOR MONTANANS WITH SERIOUS MENTAL ILLNESS BY:1. HELPING CONCERNED FAMILIES AND FRIENDS START UP LOCAL SUPPORT, EDUCATION, AND ADVOCACY GROUPS.2. EDUCATING THE PUBLIC TO DISPEL MISPERCEPTIONS AND OVERCOME THE STIGMA ASSOCIATED WITH MENTAL ILLNESS.3. ADVOCATING FOR THE INTERESTS OF PERSONS WITH MENTAL ILLNESS, INCLUDING ADVOCACY FOR ENLIGHTENED AND EFFECTIVE LAWS AND ADEQUATE FUNDING FOR SERVICES."
232460392,LEGAL CLINIC FOR THE DISABLED INC,"THE LEGAL CLINIC FOR THE DISABLED'S (LCD) MISSION IS TO DELIVER FREE, QUALITY LEGAL SERVICES TO PEOPLE LIVING WITH PHYSICAL AND MENTAL HEALTH DISABILITIES AND THE DEAF AND OR HARD OF HEARING COMMUNITY TO HELP THEM OVERCOME LEGAL OBSTACLES THAT WOULD OTHERWISE AFFECT THEIR INDEPENDENCE, HEALTH, SAFETY, OR QUALITY OF LIFE. QUALIFIED CLIENTS LIVE AT 200% OR BELOW OF THE FEDERAL POVERTY GUIDELINES."
450933835,PROJECT WORTHMORE,"TO PROVIDE PROGRAMS THAT FOSTER COMMUNITY, SELF-SUFFICIENCY AND INCREASE QUALITY OF LIFE AMONG DENVER-AREA REFUGEES. FROM OUR START OFFERING MAKESHIFT ENGLISH CLASSES IN LIVING ROOMS, WE NOW OFFER SIX COMPREHENSIVE PROGRAMS TO THOUSANDS OF REFUGEE CLIENTS. AROUND HALF OF OUR STAFF ARE FROM THE REFUGEE COMMUNITY, HELPING US TO BETTER LISTEN, EMPOWER AND SUPPORT THOSE WHO HAVE COME HERE TO REBUILD THEIR LIVES. STRATEGICALLY LOCATED OFF OF EAST COLFAX, PROJECT WORTHMORE IS IN THE HEART OF THE REFUGEE COMMUNITY AND THEREFORE EASILY ACCESSED BY OUR CLIENTS. OUR TEAM AND IMPACT CONTINUE TO GROW AS WE PLAY A ROLE IN SUPPORTING PEOPLE DURING THE WORST REFUGEE CRISIS SINCE WORLD WAR II."
834689017,BEDS 4 KIDS,"THE ORGANIZATION BUILDS VERY BASIC TWIN-SIZED WOODEN BED FRAMES AND PROVIDES THESE BEDS, ALONG WITH MATTRESSES AND BEDDING, AT ABSOLUTELY NO COST TO QUALIFYING FAMILIES; PRIORITY IS GIVEN TO FAMILIES NAVIGATING FOSTER CARE AND TO FAMILIES TRANSITIONING OR WHO HAVE RECENTLY TRANSITIONED INTO STABLE HOUSING AFTER A PERIOD OF UNSTABLE HOUSING DUE TO HOMELESSNESS, DOMESTIC VIOLENCE, IMMIGRATION STATUS, SUBSTANCE ABUSE RECOVERY, FIRE, OR NATURAL DISASTER. TNE ORGANIZATION ALSO COLLABORATES WITH AGENCIES AND NEIGHBORHOOD ORGANIZATIONS TO IDENTIFY FAMILIES WHOSE CHILDREN HAVE NO BED. THE ORGANIZATION UTILIZES AN ALL-VOLUNTEER STAFF AND WORKFORCE."
383263853,THE ARBOR CIRCLE CORPORATION,"TRANSFORM THE LIVES OF CHILDREN, ADULTS AND FAMILIES FACING MENTAL HEALTH, SUBSTANCE ABUSE, AND FAMILY CONCERNS IN A CARING PARTNERSHIP WITH OUR CLIENTS AND DIVERSE COMMUNITY."
223115048,MASSACHUSETTS IMMIGRANT AND REFUGEE,"MIRA'S MISSION IS TO ORGANIZE, SERVE, AND MOBILIZE GRASSROOTS ORGANIZATIONS, COMMUNITY LEADERS, AND ALLIES FOR THE BETTERMENT OF ALL IMMIGRANTS AND REFUGEES ACROSS THE COMMONWEALTH AND BEYOND.MIRA MOBILIZES A DYNAMIC AND MULTI-ETHNIC COALITION OF ORGANIZATIONAL MEMBERS, INCLUDING GRASSROOTS COMMUNITY ORGANIZATIONS; REFUGEE RESETTLEMENT AGENCIES; PROVIDERS OF SOCIAL, LEGAL AND HEALTH SERVICES, FAITH-BASED ORGANIZATIONS AND CIVIL AND HUMAN RIGHTS ADVOCATES. WE MOBILIZE AND EMPOWER IMMIGRANT COMMUNITIES TO ADVOCATE FOR THEMSELVES THROUGH POLICY ANALYSIS AND TRAINING. WE ADVOCATE FOR PRO IMMIGRANT POLICIES AT THE STATE, LOCAL AND NATIONAL LEVELS, AND SECURE FUNDING FOR PROGRAMS THAT SUPPORT THE SOCIAL, CIVIC AND ECONOMIC INTEGRATION OF IMMIGRANTS AND REFUGEES."
346573631,RAVENWOOD MENTAL HEALTH CENTER INC,"RAVENWOOD MENTAL HEALTH CENTER EXISTS TO PROVIDE HIGH QUALITY, COMPREHENSIVE, COMMUNITY-BASED BEHAVIORAL HEALTH SERVICES TO RESIDENTS OF GEAUGA COUNTY AND SURROUNDING COMMUNITIES IN ORDER TO MAXIMIZE THE AUTONOMY,INDEPENDENCE,AND QUALITY OF LIFE OF RECIPIENTS OF OUR SERVICES."
010406611,Pleasant Street Housing Inc,"Apartment complex to provide housing to low income adults living with mental illness who are served by its sponsor, Shalom House, Inc. Shalom House, Inc. provides an array of community-based mental health services and a choice of affordable quality housing to persons suffering from severe mental illness."
800570774,The Charis Project,"The Charis Project's mission is to implement targeted interventions that support migrant families in crisis through holistic family empowerment programs designed to heal families, strengthen families, and keep families together."
820848653,STITCH BUFFALO INC,"PROVIDE INCLUSIVE SPACE FOR REFUGEE AND IMMIGRANT WOMEN TO CREATE HANDCRAFTED TEXTILE GOODS TO PROMOTE ECONOMIC EMPOWERMENT, AND FOR COMMUNITY MEMBERS TO GAIN AND SHARE KNOWLEDGE AND SKILLS IN THE TEXTILE ARTS AND TO STEWARD THE ENVIRONMENT THROUGH THE RE-USE OF TEXTILE SUPPLIES."
581489941,GEORGE WEST MENTAL HEALTH,"SKYLAND TRAIL INSPIRES PEOPLE WITH MENTAL ILLNESS TO THRIVE THROUGH A HOLISTIC PROGRAM OF EVIDENCE-BASED PSYCHIATRIC TREATMENT, INTEGRATED MEDICAL CARE, RESEARCH, AND EDUCATION."
931129860,SPECIALIZED HOUSING VIII INC,"OPERATION OF A 22-UNIT APARTMENT COMPLEX UNDER SECTION 811 OF THE NATIONAL AFFORDABLE HOUSING ACT. HOUSING IS PROVIDED FOR INDIVIDUALS WHO HAVE MEDICAL, EMOTIONAL, AND CHRONICALLY MENTAL ILLNESS."
833191913,KINDNESS CREATORS INTERGENERATIONAL,"KINDNESS CREATORS INTERGENERATIONAL IS A PRIVATE PRESCHOOL THAT SEEKS TO BRING SENIORS AND STUDENTS TOGETHER TO HELP THE CHILDREN LEARN SOCIAL AND EMOTIONAL SKILLS TO PREPARE THEM FOR KINDERGARTEN, WHILE ALSO HELPING SENIORS TO GAIN STRONGER EMOTIONAL, PHYSICAL AND MENTAL HEALTH."
510662347,Guitars For Vets Inc,"G4V pursues its mission through free guitar instruction and a new acoustic guitar in a structured program run by volunteers, primarily through the Veterans Administration VA facilities and centers. Veterans are typically referred to the G4V program by their mental health provider. The healing power of music helps veterans deal with PTSD issues."
232652470,JOHN FOX SCHOLARSHIP FUND,"PROVIDING FINANCIAL ASSISTANCE TO MEMBERS OF THE PHILADELPHIA JOINT BOARD, INCLUDING ITS LOCAL 274, AND THEIR DEPENDENTS, WHO HAVE DEMONSTRATED SCHOLASTIC ABILITY, GOOD CHARACTER, AND QUALITIES OF LEADERSHIP WHO MIGHT NOT OTHERWISE BE ABLE TO AFFORD A COLLEGE EDUCATION."
742377105,NAMI El Paso,Mental Health Advocacy
952838006,BEHAVIORAL HEALTH SERVICES INC,"PROVIDING TREATMENT FOR SUBSTANCE ABUSE, MENTAL HEALTH, DRUG-FREE TRANSITIONAL LIVING, OLDER ADULT SERVICES, HIV/AIDS EDUCATION AND PREVENTION, AND OTHER RELATED HEALTH SERVICES TO THE RESIDENTS OF SOUTHERN CALIFORNIA."
480985868,COMMUNITY HEALTH CENTER IN COWLEY,"THE MISSION OF THE COMMUNITY HEALTH CENTER IN COWLEY COUNTY IS TO PROVIDE COMPREHENSIVE, INTEGRATED AND HOLISTIC MEDICAL, DENTAL, AND MENTAL HEALTH CARE, THAT IS AFFORDABLE AND PATIENT-CENTERED FOR EVERYONE IN COWLEY COUNTY."
844211454,COMMUNITY 43,"COMMUNITY 43 IS DEDICATED TO THE RECOVERY OF PEOPLE SUFFERING FROM SERIOUS MENTAL ILLNESS BY PROVIDING OPPORTUNITIES FOR MEMBERS THROUGH COMMUNITY SUPPORT, HELP WITH WORK AND HEALTHCARE IN A CLUBHOUSE ENVIRONMENT AS WELL AS SOCIAL SUPPORT."
020498154,CHILDREN'S LITERACY FOUNDATION,"CLIF'S MISSION IS TO NURTURE A LOVE OF READING AND WRITING AMONG UNDER RESOURCED CHILDREN UP TO AGE 12 THROUGHOUT NEW HAMPSHIRE AND VERMONT. SINCE 1998 CLIF'S INSPIRING LITERACY PROGRAMS AND OUR 60+ PROFESSIONAL PRESENTERS (AUTHORS, ILLUSTRATORS, POETS, AND STORYTELLERS) HAVE SERVED MORE THAN 350,000 CHILDREN IN 430 COMMUNITIES ACROSS THE TWIN STATES, AND CLIF HAS DONATED MORE THAN 10 MILLION IN NEW BOOKS TO THOSE CHILDREN WHO NEED THEM THE MOST: CHILDREN IN SHELTERS AND LOW-INCOME HOUSING; REFUGEE AND FOSTER CHILDREN; CHILDREN IN RURAL COMMUNITIES WITH LIMITED RESOURCES; CHILDREN OF PRISON INMATES; AND MANY OTHERS."
814104722,Community Health Alliance,"Transitional Living - Providing mental health services to adults who have been diagnosed with severe and persistent mental health needs in Butler County. Sojourner Recovery Services - Sojourner is committed to be the provider of choice for individuals, families, and communities in need of substance abuse and mental health services. Through comprehensive, evidence-based practices and individualized services, we empower those we serve to make positive choices that contribute to healthy and productive lives."
351905251,ST CLAIR DARDEN HEALTH SYSTEM,"FORM 990 PART 1, LINE 1: TO CONSTRUCT, FURNISH, EQUIP, IMPROVE, REPAIR, AND MAINTAIN A HEALTHCARE SERVICES ORGANIZATION. TO PROMOTE EDUCATION AND SCIENTIFIC RESEARCH TOWARDS THE ADVANCEMENT OF THE TREATMENT OF DISEASE; TO PROMOTE PHYSICAL AND MENTAL HEALTH; AND TO AID AND PROMOTE THE CARE OF THE SICK, AGED, AND HELPLESS, THROUGH THE FACILITIES AND SERVICES OF THE ORGANIZATION. FROM 990 PART III, LINE 1, BRIEFLY DESCRIBE THE ORGANIZATION'S MISSION: TO ENHANCE AND ASSIST THOSE WE SERVE TO ACHIEVE THEIR DESIRED PHYSICAL, MENTAL, AND SPIRITUAL POTENTIAL AND TO REBUILD THROUGH COMPASSIONATE CARE, PURPOSEFUL AND MEANINGFUL LIVES."
752736501,PLAN HOMES INC,PROVIDE LOW-COST AFFORDABLE HOUSING FOR ADULTS WHO HAVE A SERIOUS AND PERSISTENT MENTAL ILLNESS.
824193107,RefugeeConnect,RefugeeConnect's mission is to connect people forced to flee their country to escape persecution or war with resources to rebuild their lives as United States citizens.
341211116,RECOVERY RESOURCES,"THE MISSION OF RECOVERY RESOURCES, INC. IS TO HELP PEOPLE TRIUMPH OVER MENTAL ILLNESS, ALOCHOLISM, DRUG AND OTHER ADDICTIONS. IN PURSUIT OF THIS MISSION, RECOVERY RESOURCES, INC. SEEKS TO: (CONTINUED ON SCHEDULE O) - DELIVER A BROAD ARRAY OF COMMUNITY-BASED OUTPATIENT SERVICES THAT ARE CLIENT-CENTERED AND ROOTED IN EVIDENCE-BASED PRACTICES;- COLLABORATE WITH COMMUNITY PARTNERS TO ENSURE THE RICHEST, MOST COMPREHENSIVE SERVICES ARE AVAILABLE TO CLIENTS AND THEIR FAMILIES;- PRIORITIZE PREVENTION SERVICES, MAKING THEM AVAILABLE TO INDIVIDUALS, FAMILIES, ORGANIZATIONS AND OTHER SOCIAL SERVICE AGENCIES;- BE A LEADER IN THE DESIGN AND DELIVERY OF INTEGRATED TREATMENT SERVICES FOR THOSE INDIVIDUALS WITH DUAL DISORDERS."
111976223,Davidson Day School,"Davidson Day is a Pre-K through 12th grade college preparatory school located in Davidson, North Carolina. Davidson Day School fosters academic excellence through collaboration, creativity, and character development. Our vision is to be a premier college preparatory organization by offering innovative, personalized learning that unlocks student potential. A Davidson Day School education prepares well-rounded, compassionate leaders to succeed on the global stage."
237261624,SAN DIEGO CITY COLLEGE FOUNDATION INC,"ASSIST STUDENTS TO PURSUE EDUCATION BEYOND SECONDARY AND HIGH SCHOOL LEVEL, PROVIDE SCHOLARSHIP FUNDS TO STUDENTS, RENDER VARIED SERVICES TO SAN DIEGO CITY COLLEGE STUDENTS AND FACULTY, AND GENERALLY OPERATE IN THE ADVANCEMENT OF EDUCATION."
411112749,HUBBARD COUNTY DEVELOPMENTAL ACHIEVEMENT CENTER IN,"TO PROVIDE HIGH QUALITY SPECIALIZED SERVICES TO PERSONS WITH DEVELOPMENTAL DISABILITIES AND MENTAL ILLNESS. THESE SERVICES PROMOTE GROWTH, DIGNITY AND THE DEVELOPMENT OF WORK AND SOCIAL SKILLS AND PROVIDE OPPORTUNITIES FOR BECOMING PART OF THE COMMUNITY."
208740821,Chinese-American Family Coalition of New Jersey Inc,"Organized for charitable and educational purpose serving general public and the growing Chinese -American population in NJ by increasing community awareness of Chinese culture, providing information and referral services, immigrant assistance and advice, entitlement assistance, educational seminars on health, parenting, and social-cultural issues."
810441706,NAMI MONTANA,"NAMI MONTANA ACCOMPLISHES ITS MISSION OF SUPPORTING, EDUCATING, AND ADVOCATING FOR MONTANANS WITH SERIOUS MENTAL ILLNESS BY:1. HELPING CONCERNED FAMILIES AND FRIENDS START UP LOCAL SUPPORT, EDUCATION, AND ADVOCACY GROUPS.2. EDUCATING THE PUBLIC TO DISPEL MISPERCEPTIONS AND OVERCOME THE STIGMA ASSOCIATED WITH MENTAL ILLNESS.3. ADVOCATING FOR THE INTERESTS OF PERSONS WITH MENTAL ILLNESS, INCLUDING ADVOCACY FOR ENLIGHTENED AND EFFECTIVE LAWS AND ADEQUATE FUNDING FOR SERVICES."
833892577,SCHELL THERAPY INC,"Schell Therapy, Inc. was formed in 2019 to provide individual, couple and family therapy for clients with mental health disabilities. The organization continues to assist with mental health therapy with ICD-10 diagnosis"
463112634,JOHN W BRICK MENTAL HEALTH,"THE JOHN W. BRICK MENTAL HEALTH FOUNDATION, INC. IS DEDICATED TO INCREASE PUBLIC KNOWLEDGE ABOUT EXERCISE AND MENTAL HEALTH. OUR MISSION IS TO ADVANCE LEARNING ABOUT HOW EXERCISE, DIET, RELATIONSHIPS, AND HEALTH CARE FIT TOGETHER TO BENEFIT MENTAL HEALTH."
311169337,Mental Health & Recovery Center of,"Solutions promtes wellness in mind, body and spirit through the provision of effective, affordable mental health and subsance use services that promote recovery and overall health."
941585735,GOLDEN GATE UNIVERSITY,"GOLDEN GATE UNIVERSITY PREPARES INDIVIDUALS TO LEAD AND SERVE BY PROVIDING HIGH QUALITY, PRACTICE-BASED EDUCATIONAL PROGRAMS IN LAW, TAXATION, BUSINESS AND RELATED PROFESSIONS - AS A NONPROFIT INSTITUTION - IN AN INNOVATIVE AND CHALLENGING LEARNING ENVIRONMENT."
330866550,Community Access Network Non Profit Corporation,"Provide social services to children and families affected by poverty, substance abuse, domestic violence, child abuse, neglect and other psychosocial stressors. Provided are mental health counseling, therapeutic behavioral services, foster care and group home placement."
746078347,CENTRAL CHRISTIAN CHURCH ENDOWMENT FUND,To receive donations from church members and others to provide college scholarships to members of church and college students singing in the church choir.
814922460,Hello Future Inc,"The organization bridges the education and economic empowerment gap for adolescent refugees. Specifically, the organization provides education and educational oppotrunities in digital literacy."
251477291,NAMI KEYSTONE PENNSYLVANIA,"NAMI (NATIONAL ALLIANCE ON MENTAL ILLNESS) KEYSTONE PA'S MISSION IS TO IMPROVE THE LIVES OF INDIVIDUALS AND FAMILIES AFFECTED BY MENTAL ILLNESS THROUGH RECOVERY FOCUSED SUPPORT, EDUCATION, AND ADVOCACY."
630906048,SOUTHWEST ALABAMA FOUNDATION FOR,ASSISTING MENTAL HEALTH SERVICES PROVIDER.
541905826,TREATMENT ADVOCACY CENTER,"ADVOCACY, EDUCATION AND RESEARCH RELATED TO ELIMINATING BARRIERS TO THE TREATMENT OF SEVERE MENTAL ILLNESS."
844749451,Aliento Education Fund,"Aliento serves undocumented, DACA, and mixed immigration status families to transform trauma into hope and action. Aliento is youth-led, directly impacted people and allies who are co-creating and building a place where human potential is nurtured and not defined by immigration status. Aliento supports students and families impacted by the inequities of lacking an immigration status through education initiatives, arts & healing programming, leadership development training, policy & advocacy."
237057026,Mental Health Assoc,"The Mental Health Association of Southwest Florida, Inc. (MHASWFL) is a non-profit, non-governmental voluntary citizen organization whose primary goals are to promote healthy emotional and mental development. Since 1957, MHASWFL has served as a catalyst to help people of all ages and backgrounds achieve positive mental health. Our mission is to advocate for mental wellness through education, prevention, and support."
274394349,INTERFAITH REFUGEE MINISTRY INC,"IRM EXISTS TO ENCOURAGE CONGREGATIONS OF ALL DENOMINATIONS AND OTHER POTENTIAL SPONSORING GROUPS TO RESPOND TO GOD'S CALL TO OFFER HOSPITALITY, WELCOME, AND CARING FOR THE STRANGER BY RESPONDING TO THE NEEDS OF REFUGEES AND ASYLEES, AND TO PROVIDE A SUPPORTIVE NETWORK OF RESOURCES AND INFORMATION FOR THESE LOCAL MINISTRIES."
813081969,BRILLA COLLEGE PREPARATORY,"BRILLA COLLEGE PREP PUBLIC CHARTER SCHOOLS, A K-8 SCHOOL GROUNDED IN THE CLASSICAL TRADITION, WILL DEVELOP STUDENTS INTO YOUNG MEN AND WOMEN OF GOOD CHARACTER AND SPIRIT BY FOSTERING THEIR COGNITIVE, SOCIAL, EMOTIONAL, AND PHYSICAL EXCELLENCE."
824161249,LIBERTE' MINISTRIES,"OUR PURPOSE IS TO FACILITATE A STRONG FAITH IN GOD, SOUND PHYSICAL & MENTAL HEALTH, CHRISTIAN & SECULAR EDUCATION, AND PHYSICAL SAFETY OF PEOPLE LIVING IN HAITI, CENTRAL AND SOUTH AMERICA, OR OTHER AREAS OF EARTH. THE CORPORATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS, EDUCATION, AND SCIENTIFIC PURPOSES, INCLUDING FOR ALL SUCH PURPOSES WHICH QUALIFY AS EXEMPT FOR ORGANIZATIONS QUALIFIED UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE, OR THE CORRESPONDING SECTION OF ANY FUTURE FEDERAL TAX CODE."
510189278,THRIVE BEHAVIORAL HEALTH INC,"THRIVE BEHAVIORAL HEALTH IS INSPIRING HOPE AND EMPOWERING THE LIVES OF INDIVIDUALS AND FAMILIES FACING BEHAVIORAL HEALTH CHALLENGES THROUGH AN EXTENSIVE RANGE OF MENTAL HEALTH SERVICES, SUBSTANCE USE TREATMENT, EDUCATIONAL PROGRAMS, AND HOUSING SERVICES THAT ARE RECOVERY-ORIENTED, TRAUMA-INFORMED, AND FAMILY-FOCUSED. OUR EXPERIENCED AND DEDICATED PROFESSIONALS ARE COMMITTED TO IMPROVING CLIENTS' QUALITY OF LIFE AND ASSISTING IN THEIR RECOVERY."
